userID,friendID
21485,272515
21485,792900
21488,6135
21488,51230
21488,136343
21488,155448
21488,292771
21488,458072
21488,489577
21488,533645
21488,668296
21488,688082
21488,709789
21488,719344
21488,721041
21488,897835
21488,913587
21488,930675
21793,56577
21793,196095
21793,257737
21793,263144
21793,267911
21793,274429
21793,281431
21793,312559
21793,352321
21793,394843
21793,421005
21793,469487
21793,546836
21793,548544
21793,548897
21793,618019
21793,648669
21793,653727
21793,721150
21793,724664
21793,815960
21793,831812
21793,854305
21793,909244
21793,912876
21793,921349
21793,929711
21793,946410
21793,949563
21793,968635
22741,88225
22741,618019
22741,927331
22745,103910
22745,230844
22745,263666
22745,272515
22745,307836
22745,363878
22745,379357
22745,381409
22745,381742
22745,391289
22745,429368
22745,531278
22745,718042
22745,745745
22745,873017
22745,914075
22745,978120
23096,423178
23413,46456
23413,52441
23413,55408
23413,75683
23413,106422
23413,115791
23413,116299
23413,120748
23413,136343
23413,149845
23413,205920
23413,263666
23413,299012
23413,305540
23413,306883
23413,345522
23413,363878
23413,385467
23413,389769
23413,409584
23413,412455
23413,439173
23413,453432
23413,463864
23413,471115
23413,509031
23413,526158
23413,566734
23413,633800
23413,635789
23413,640827
23413,642984
23413,645088
23413,652344
23413,682145
23413,693769
23413,701078
23413,739689
23413,754834
23413,757766
23413,761788
23413,762558
23413,781907
23413,790825
23413,809388
23413,870337
23413,881873
23413,898340
23413,925352
23413,927322
23413,927331
23413,968242
23413,993278
23425,68228
23425,90694
23425,105772
23425,109353
23425,131162
23425,141626
23425,174752
23425,199575
23425,274002
23425,302819
23425,304970
23425,328648
23425,388163
23425,409386
23425,466354
23425,477165
23425,489577
23425,497095
23425,560178
23425,585626
23425,616654
23425,656748
23425,756469
23425,757732
23425,764148
23425,801034
23425,843911
23425,896821
23425,897835
23425,991074
23921,91756
24356,117383
24356,163647
24356,163796
24356,228705
24356,338181
24356,348711
24356,428998
24356,753692
24356,789823
24356,811101
24356,991436
24807,45937
24807,77635
24807,102625
24807,112134
24807,398253
24807,423765
24807,820777
24901,391289
24901,398903
25050,749499
25155,74832
25155,96798
25155,161042
25155,165614
25155,177443
25155,198916
25155,208224
25155,235465
25155,290858
25155,374572
25155,575684
25155,652256
25155,703680
25155,841967
25155,843911
25155,883476
25383,134594
25383,562855
26286,28913
26286,35632
26286,42287
26286,68228
26286,73483
26286,316303
26286,685892
26286,749499
26577,55408
26577,252634
26577,253231
26577,278374
26577,356813
26577,358261
26577,439902
26577,458072
26577,548897
26577,602238
26577,826268
26577,898004
26577,898638
27282,580758
28913,26286
28913,70766
28913,73483
28913,81638
28913,548897
28913,549879
28913,553396
28913,555524
28913,575204
28913,662733
28913,673712
28983,166047
28983,971290
29229,44162
29229,60438
29229,73080
29229,83556
29229,111982
29229,133694
29229,135234
29229,165614
29229,176789
29229,178036
29229,183541
29229,195074
29229,201999
29229,205920
29229,208084
29229,208192
29229,217877
29229,233407
29229,253537
29229,255026
29229,255238
29229,294105
29229,299012
29229,300804
29229,301186
29229,305246
29229,329721
29229,350287
29229,367841
29229,388163
29229,391289
29229,391445
29229,394843
29229,397832
29229,398903
29229,415685
29229,423178
29229,425517
29229,429368
29229,436879
29229,454428
29229,460157
29229,473614
29229,478340
29229,518921
29229,519266
29229,522992
29229,525419
29229,525454
29229,533645
29229,578024
29229,596916
29229,643349
29229,654577
29229,656056
29229,666005
29229,668296
29229,677025
29229,677188
29229,690928
29229,709789
29229,713609
29229,728654
29229,748809
29229,772157
29229,781590
29229,783042
29229,783758
29229,784451
29229,786116
29229,821723
29229,831812
29229,843911
29229,852394
29229,860145
29229,871393
29229,872280
29229,873017
29229,881873
29229,900119
29229,901436
29229,912099
29229,912908
29229,913587
29229,913681
29229,914075
29229,916590
29229,921349
29229,930591
29229,930675
29229,936822
29229,939571
29229,940375
29229,946410
29229,983454
29341,36420
29341,52441
29341,69792
29341,85151
29341,90694
29341,109353
29341,144562
29341,149710
29341,174752
29341,176789
29341,183541
29341,195691
29341,198599
29341,199575
29341,209564
29341,217580
29341,228228
29341,274002
29341,278830
29341,290858
29341,350287
29341,379357
29341,402706
29341,409386
29341,421565
29341,447987
29341,461672
29341,477165
29341,494116
29341,494923
29341,522992
29341,540926
29341,560178
29341,575684
29341,578024
29341,676547
29341,685438
29341,696944
29341,718811
29341,719344
29341,726327
29341,757732
29341,779448
29341,783042
29341,801034
29341,804583
29341,806610
29341,820043
29341,823908
29341,836445
29341,852394
29341,864274
29341,865119
29341,869053
29341,872331
29341,927331
29341,930591
29341,983003
29341,991074
29847,50241
29847,145308
29847,240913
29847,383577
29847,463864
29847,562855
29847,787676
29847,943078
30144,18043
30144,374572
30144,411549
30144,617866
30404,549525
30564,271278
30727,71732
30727,150265
30727,870695
31327,72474
31327,166096
31383,109353
31383,135234
31383,168346
31383,190904
31383,275713
31383,278830
31383,305246
31383,316303
31383,350287
31383,364034
31383,388163
31383,397832
31383,491298
31383,494923
31383,502855
31383,531278
31383,581089
31383,681518
31383,719344
31383,767217
31383,831812
31383,834376
31383,845529
31383,871393
31383,896821
31383,913587
31383,926638
31383,930591
31383,933424
31383,946410
31383,947148
31383,952776
31383,999975
32224,69175
32224,389769
32224,526158
32224,993278
32513,69175
32513,140616
32513,166292
32513,320505
32513,578454
32513,615373
32513,827354
32806,35632
32806,46456
32806,68228
32806,73483
32806,112134
32806,142118
32806,173252
32806,184614
32806,361930
32806,387838
32806,457566
32806,463864
32806,619849
32806,685892
32806,687507
32806,690928
32806,879323
32806,971290
32806,983433
32813,5334
32813,161042
32813,196767
32813,235465
32813,239727
32813,267531
32813,330908
32813,350287
32813,374572
32813,394550
32813,399905
32813,461672
32813,510457
32813,547245
32813,655693
32813,703680
32813,718811
32813,786116
32813,801034
32813,853276
32813,948660
32820,354111
32820,375550
32820,749499
32820,788707
33121,810801
33121,969286
33155,229999
33155,280345
33155,295282
33155,315247
33155,322585
33155,394843
33155,398253
33155,406426
33155,475415
33155,502190
33155,508730
33155,552585
33155,645088
33155,703359
33155,789805
33155,791263
33155,824555
33155,846009
33155,931303
33464,563786
33464,647093
33464,754834
33622,103538
33622,145284
33622,249667
33622,356813
33622,359265
33622,433030
33622,602238
33622,936230
33893,16948
35301,109353
35301,133694
35301,147716
35301,349749
35301,374572
35301,402769
35301,718811
35301,837172
35301,857818
35301,887152
35301,888338
35301,904490
35632,14468
35632,15310
35632,26286
35632,32806
35632,42287
35632,44162
35632,46049
35632,52457
35632,68228
35632,70766
35632,72444
35632,90694
35632,91959
35632,102258
35632,110476
35632,112134
35632,113887
35632,139237
35632,145024
35632,170321
35632,185660
35632,185706
35632,187384
35632,195568
35632,198599
35632,199796
35632,208237
35632,235413
35632,235465
35632,259799
35632,290858
35632,302819
35632,316303
35632,360936
35632,375550
35632,387838
35632,402706
35632,421038
35632,425517
35632,430771
35632,435311
35632,435858
35632,436879
35632,463864
35632,492335
35632,509031
35632,529359
35632,551116
35632,572310
35632,573417
35632,580347
35632,616654
35632,617317
35632,634006
35632,646566
35632,653180
35632,665978
35632,672617
35632,674938
35632,685892
35632,687507
35632,694461
35632,695893
35632,702370
35632,721150
35632,749499
35632,784616
35632,787571
35632,817649
35632,820043
35632,869053
35632,902967
35632,927331
35632,943405
35632,960230
35632,971290
35632,980347
35632,983433
35632,983454
35953,181498
35953,279138
35953,569729
35953,736134
36420,29341
36420,69792
36420,105772
36420,162306
36420,253095
36420,255620
36420,274002
36420,278830
36420,328648
36420,402706
36420,413789
36420,477165
36420,489729
36420,494116
36420,497872
36420,573417
36420,575204
36420,582638
36420,654489
36420,672075
36420,676547
36420,709789
36420,719344
36420,748236
36420,756469
36420,759408
36420,792165
36420,837172
36420,865119
36420,872280
36970,16948
36970,184991
36970,254511
36970,546949
36970,663510
36970,705897
36989,155813
38683,94128
38683,98012
38683,177364
38683,402706
38683,676545
38878,308469
38878,613750
38878,654187
38878,978744
39732,94085
39732,240824
39732,369563
39732,430499
39732,455432
39732,457566
39732,690723
39732,708871
39732,810951
39784,310466
39784,562855
40056,471115
40056,526158
40056,651842
40056,672753
40056,754834
40167,1539
40167,67558
40167,133263
40167,146050
40167,152292
40167,243588
40167,398903
40167,405415
40167,411093
40167,416960
40167,463864
40167,471115
40167,544870
40167,616654
40167,654577
40167,665395
40167,749499
40167,757732
40167,759408
40167,834761
40167,862066
40167,927331
40167,933875
40167,991074
40167,993698
40242,195691
40242,199575
40242,477165
40242,633398
40242,672075
40242,751813
40242,779448
40242,852394
40242,857818
40413,290350
40413,315741
40413,375550
40413,629589
40413,749499
40413,941366
40413,977079
40543,16948
40543,705897
42287,26286
42287,35632
42287,44162
42287,73483
42287,112134
42287,170321
42287,185706
42287,187384
42287,257365
42287,257737
42287,489577
42287,492335
42287,672075
42287,674938
42287,685892
42287,749499
42287,761085
42287,956139
43004,74832
43004,145845
43004,160451
43004,220518
43004,460157
43004,466404
43004,757766
43004,846009
43004,862066
43004,912099
43004,921349
43004,921397
43101,137040
43101,356813
43101,584792
43130,257365
43130,303118
43130,749499
43130,879323
44162,21197
44162,29229
44162,35632
44162,42287
44162,73483
44162,145024
44162,212425
44162,336630
44162,375550
44162,421038
44162,459393
44162,687507
44162,695893
44162,759507
44162,761085
44162,782536
44162,930068
44344,198599
44344,655767
45937,24807
45937,50241
45937,74425
45937,94085
45937,138166
45937,140602
45937,173252
45937,206430
45937,220422
45937,253522
45937,253537
45937,263666
45937,315247
45937,354111
45937,358261
45937,369563
45937,387451
45937,415534
45937,446260
45937,453432
45937,456096
45937,457566
45937,457741
45937,463864
45937,511164
45937,606675
45937,610871
45937,655767
45937,685281
45937,690723
45937,695893
45937,701078
45937,725812
45937,729324
45937,738689
45937,779381
45937,791847
45937,815960
45937,821622
45937,834761
45937,864274
45937,898340
45937,921538
45937,924491
45937,971290
46049,7848
46049,21197
46049,35632
46049,50241
46049,110476
46049,113887
46049,145024
46049,147716
46049,163647
46049,185706
46049,187384
46049,257737
46049,259799
46049,315645
46049,354111
46049,463864
46049,492335
46049,535801
46049,736141
46049,760280
46049,777468
46049,783758
46049,787417
46049,788707
46049,801034
46049,834761
46049,864274
46049,873017
46049,879323
46049,971290
46079,356813
46079,432054
46079,960206
46098,953808
46456,15762
46456,23413
46456,32806
46456,91959
46456,138166
46456,142118
46456,185660
46456,196165
46456,202247
46456,212644
46456,243090
46456,256523
46456,292139
46456,298171
46456,318613
46456,381316
46456,387838
46456,393604
46456,453432
46456,463864
46456,466891
46456,472734
46456,526882
46456,593162
46456,596456
46456,597966
46456,646566
46456,656073
46456,680728
46456,701078
46456,714063
46456,723044
46456,787571
46456,897590
46456,898340
46456,918090
46456,927331
46456,931303
47560,119426
47560,287323
47560,300740
47560,434435
47560,519266
47560,721041
47560,912908
47560,940375
47560,954515
48277,255026
49050,187384
49050,468370
49766,17180
49766,149845
49766,249667
49766,356813
49766,359265
49766,386404
49766,451604
49766,544870
49766,927331
50105,132590
50105,342022
50105,366226
50105,459902
50105,526158
50105,632919
50105,754834
50241,9072
50241,18043
50241,29847
50241,45937
50241,46049
50241,65347
50241,84252
50241,84439
50241,90148
50241,98012
50241,98220
50241,106422
50241,131584
50241,138343
50241,144919
50241,151121
50241,152094
50241,155448
50241,163647
50241,173252
50241,178381
50241,192937
50241,195613
50241,200080
50241,205920
50241,219737
50241,226076
50241,230844
50241,237425
50241,238470
50241,243090
50241,253537
50241,257737
50241,260834
50241,280345
50241,299012
50241,316303
50241,348711
50241,348868
50241,358531
50241,364034
50241,366716
50241,367841
50241,370851
50241,381409
50241,381520
50241,383236
50241,387146
50241,400684
50241,406426
50241,417654
50241,421038
50241,424933
50241,443869
50241,456096
50241,457566
50241,459902
50241,463864
50241,468370
50241,473614
50241,513869
50241,522694
50241,527585
50241,529359
50241,543504
50241,548897
50241,553396
50241,564398
50241,583847
50241,606675
50241,615249
50241,616467
50241,620114
50241,629573
50241,645088
50241,646811
50241,673712
50241,695893
50241,723044
50241,724674
50241,729324
50241,734572
50241,746758
50241,748640
50241,777468
50241,783758
50241,787417
50241,787676
50241,788707
50241,802935
50241,807227
50241,820777
50241,821293
50241,821723
50241,826268
50241,834761
50241,834971
50241,856942
50241,859160
50241,860145
50241,876906
50241,881873
50241,892762
50241,912099
50241,921538
50241,931303
50241,932825
50241,940285
50241,943078
50241,971290
50945,138166
50945,170550
50945,463864
50945,522694
51230,21488
51230,52441
51230,60438
51230,263666
51230,265474
51230,287323
51230,301186
51230,328648
51230,375845
51230,379357
51230,453966
51230,522992
51230,525454
51230,619079
51230,718042
51230,745745
51230,756469
51230,831962
51230,912099
51230,968045
51230,999975
51309,69792
51309,131162
51309,142925
51309,146050
51309,149710
51309,160451
51309,176789
51309,195691
51309,255620
51309,274002
51309,328648
51309,339202
51309,342670
51309,413789
51309,469180
51309,497095
51309,497872
51309,502855
51309,505547
51309,510457
51309,539688
51309,543504
51309,549525
51309,559248
51309,573417
51309,585626
51309,596916
51309,616727
51309,619079
51309,641101
51309,687507
51309,689551
51309,700784
51309,718811
51309,748236
51309,757732
51309,760280
51309,764148
51309,772157
51309,779448
51309,783042
51309,786116
51309,808462
51309,830138
51309,888338
51309,912099
51309,921500
51309,947148
51309,948660
51309,971793
51309,978528
52441,23413
52441,29341
52441,51230
52441,103910
52441,144562
52441,152481
52441,165614
52441,178036
52441,183541
52441,225106
52441,239727
52441,265474
52441,287323
52441,375845
52441,379357
52441,409386
52441,477165
52441,525454
52441,549429
52441,560178
52441,573417
52441,575684
52441,619079
52441,696596
52441,709789
52441,745745
52441,756469
52441,846172
52441,865119
52441,901815
52441,912908
52441,914075
52457,35632
52457,144562
52457,192937
52457,199575
52457,374572
52457,461672
52457,494923
52457,640322
52457,641101
52457,643349
52457,679107
52457,685438
52457,689551
52457,699334
52457,702113
52457,703680
52457,704863
52457,718811
52457,862066
52457,896821
52457,913587
52457,927331
52457,948660
52929,297324
52929,345522
52929,416374
52929,468812
52929,537966
52929,655360
52929,778579
52933,485420
52933,640827
52933,665978
52933,705897
52933,857941
54907,956139
55053,714063
55408,23413
55408,26577
55408,134594
55408,137040
55408,197548
55408,356813
55408,391289
55408,403396
55408,451604
55408,453432
55408,458072
55408,703102
55408,927331
56528,356813
56528,427619
56528,680069
56577,21793
56577,61112
56577,130226
56577,136343
56577,154186
56577,196095
56577,202173
56577,208192
56577,295548
56577,391289
56577,394843
56577,421005
56577,448583
56577,459902
56577,469487
56577,485906
56577,500785
56577,536587
56577,546836
56577,619568
56577,648669
56577,721150
56577,724664
56577,815960
56577,831812
56577,860145
56577,909244
56577,921349
56577,931169
56577,946410
56577,994374
57955,308470
57955,322417
57955,563693
57955,705172
58052,154286
58052,165064
58052,403575
58052,460442
58052,558817
58052,562855
58052,672753
59627,102809
59627,855085
59627,983454
60438,29229
60438,51230
60438,91355
60438,109353
60438,257365
60438,287323
60438,303118
60438,375845
60438,388163
60438,486723
60438,559248
60438,643349
60438,651873
60438,681518
60438,700784
60438,756469
60438,772157
60438,786116
60438,802935
60438,846172
60438,872280
60438,912099
60438,914075
60438,917325
60438,962823
60438,983077
61112,56577
61112,196095
61112,252585
61112,274429
61112,303118
61112,312559
61112,421005
61112,453432
61112,546836
61112,655638
61112,724664
61112,815960
61112,873017
61112,909244
61112,927331
61112,940045
61112,951876
61112,953413
62659,72444
62659,178381
62659,256407
62659,329752
62659,548897
62659,757766
62659,836515
62659,898340
63167,807703
63167,964784
65347,18043
65347,50241
65347,195074
65347,640322
65347,660679
65347,674371
65347,857818
67558,40167
67558,205920
67558,208192
67558,253095
67558,305246
67558,339202
67558,360936
67558,434435
67558,453432
67558,546949
67558,721041
67558,728654
67558,809635
67558,815960
67558,845529
67558,862066
67558,887200
67558,893916
67558,927322
67558,956139
67558,995474
68228,23425
68228,26286
68228,32806
68228,35632
68228,195568
68228,290350
68228,336630
68228,368452
68228,615249
68228,981277
68322,394550
68322,477165
68322,656748
68322,837172
68322,852394
68690,69792
68690,73080
68690,88225
68690,94085
68690,199575
68690,296720
68690,489577
68690,518855
68690,544870
68690,804434
68690,872331
68739,257737
68739,368320
68739,416960
68739,453432
68835,269980
68835,897590
69175,16583
69175,32224
69175,32513
69175,320505
69175,562020
69175,731031
69175,827354
69175,874736
69792,29341
69792,36420
69792,51309
69792,68690
69792,96798
69792,144562
69792,162330
69792,239727
69792,258600
69792,278830
69792,350287
69792,368452
69792,394550
69792,409386
69792,462373
69792,494923
69792,502855
69792,505547
69792,510457
69792,522623
69792,547245
69792,559248
69792,572442
69792,575684
69792,585626
69792,597966
69792,640518
69792,756469
69792,857818
69792,865119
69792,872280
69792,900354
69792,971793
69792,978528
69792,999975
70420,346607
70420,407062
70420,453432
70766,28913
70766,35632
70766,87420
70766,112134
70766,260834
70766,387838
70766,463864
70766,538866
70766,548897
70766,651873
70766,677058
70766,685892
70766,691588
70766,766406
70766,782536
70766,846009
70766,873129
70766,879323
70766,890236
70766,943078
70766,983433
71369,873017
71732,30727
71732,106422
71732,237425
71732,324193
72444,35632
72444,62659
72444,205920
72444,256407
72444,281431
72444,299012
72444,329752
72444,368983
72444,389769
72444,425517
72444,463864
72444,553396
72444,677025
72444,677984
72444,691588
72444,757766
72444,983454
72474,21197
72474,31327
72474,257365
72474,259799
72474,328648
72474,749499
72474,897538
72732,394843
72732,648669
72732,721150
72732,921349
72738,436418
72738,453432
72738,505846
72738,757766
72738,790396
72738,897361
72738,905025
73080,3028
73080,15762
73080,29229
73080,68690
73080,74017
73080,74832
73080,82245
73080,88833
73080,103910
73080,109353
73080,111982
73080,135234
73080,138166
73080,144771
73080,165614
73080,174752
73080,176789
73080,178036
73080,183541
73080,186308
73080,199575
73080,208192
73080,225106
73080,226184
73080,233713
73080,235452
73080,235465
73080,237321
73080,249741
73080,257737
73080,272515
73080,275713
73080,305246
73080,314004
73080,328648
73080,338687
73080,339202
73080,347403
73080,349749
73080,375845
73080,388163
73080,394479
73080,429368
73080,434435
73080,439173
73080,454428
73080,458072
73080,463864
73080,489577
73080,494923
73080,504578
73080,533645
73080,598707
73080,612651
73080,616654
73080,619079
73080,642482
73080,656748
73080,712669
73080,719344
73080,721041
73080,728654
73080,749499
73080,757732
73080,764148
73080,767217
73080,801034
73080,806610
73080,820043
73080,830138
73080,836445
73080,837172
73080,846172
73080,852394
73080,869053
73080,871393
73080,887200
73080,892315
73080,892491
73080,893916
73080,898340
73080,900119
73080,914075
73080,927322
73080,930675
73080,940375
73080,971290
73080,978120
73080,983003
73080,992466
73483,14468
73483,26286
73483,28913
73483,32806
73483,42287
73483,44162
73483,102258
73483,110476
73483,136343
73483,185660
73483,316303
73483,387838
73483,634006
73483,653180
73483,674938
73483,685892
73483,687507
73483,728654
73483,787571
73483,817649
73483,943405
73483,971290
73483,983433
73989,88225
73989,466404
74017,18043
74017,73080
74017,111982
74017,174752
74017,178036
74017,198599
74017,272515
74017,287323
74017,338687
74017,429368
74017,489577
74017,864274
74017,921500
74425,45937
74425,218067
74425,256407
74425,299012
74425,308470
74425,356813
74425,451604
74425,548897
74425,550427
74425,583847
74425,690928
74832,25155
74832,43004
74832,73080
74832,94085
74832,235465
74832,328648
74832,489577
74832,547245
74832,642482
74832,769063
74832,953808
75060,93499
75683,23413
75683,324446
75683,527585
75683,873017
77197,328891
77197,464862
77197,489577
77197,909244
77635,24807
77635,178381
77635,233136
77635,234235
77635,383236
77635,677025
79685,341782
79685,399241
79685,749492
79685,781590
79685,800567
79685,863527
79685,863817
79685,897835
80991,451604
80991,481517
80991,648669
80991,831812
81638,28913
81638,848198
82245,18043
82245,73080
82245,135234
82245,142230
82245,176789
82245,199575
82245,235465
82245,239727
82245,272515
82245,301186
82245,314004
82245,316303
82245,360936
82245,374572
82245,375845
82245,391289
82245,393955
82245,394479
82245,428585
82245,468812
82245,477165
82245,533645
82245,543504
82245,560178
82245,564202
82245,585626
82245,656748
82245,690928
82245,714512
82245,719344
82245,727337
82245,760280
82245,772157
82245,777914
82245,788707
82245,798629
82245,808160
82245,825437
82245,841967
82245,864274
82245,869053
82245,879323
82245,887200
82245,897835
82245,901815
82245,956139
82245,971793
82245,980278
82610,357263
82610,366716
82610,385467
82610,872280
83556,29229
83556,109353
83556,253537
83556,329721
83556,367563
83556,374572
83556,376613
83556,391445
83556,494923
83556,519861
83556,525419
83556,550269
83556,606750
83556,700784
83556,767217
83556,769063
83556,786116
83556,796444
83556,846172
83556,890113
83556,946410
83556,948660
83556,968045
83635,240589
83959,296378
83959,346607
83959,927331
84149,88833
84149,131584
84149,163647
84149,437145
84149,457281
84149,469180
84149,631060
84149,777468
84149,792900
84149,821723
84149,837613
84149,853276
84149,916590
84149,971290
84252,50241
84252,132590
84252,152478
84252,342022
84252,387146
84439,17180
84439,50241
84439,145308
84439,193676
84439,275363
84439,299012
84439,369563
84439,469215
84439,472734
84439,473614
84439,583351
84439,606675
84439,645071
84439,655360
84439,729324
84439,820777
84439,834971
84439,844831
84439,990903
85151,29341
85151,97664
85151,103910
85151,149710
85151,189144
85151,255238
85151,287323
85151,301186
85151,316303
85151,411093
85151,421565
85151,573417
85151,643349
85151,700784
85151,887152
85151,947148
85151,999659
85436,187384
85752,113887
85752,237321
85752,314004
85752,338687
85752,381409
85752,411093
85752,672075
85752,764148
85752,772157
85752,857818
85752,914075
85752,978528
86582,296676
86582,367563
86582,672075
86582,772157
87420,70766
87420,170321
87432,142105
87432,662690
87432,803238
88225,12494
88225,22741
88225,68690
88225,73989
88225,127948
88225,199575
88225,228228
88225,238281
88225,265728
88225,268330
88225,270160
88225,298171
88225,320262
88225,323807
88225,344387
88225,401335
88225,416958
88225,439173
88225,447968
88225,486723
88225,508803
88225,513869
88225,570734
88225,620868
88225,655638
88225,660679
88225,799622
88225,846666
88225,872331
88225,881873
88225,908195
88225,909495
88225,927331
88225,948301
88225,968635
88536,260834
88833,73080
88833,84149
88833,94085
88833,155813
88833,173252
88833,230844
88833,272515
88833,367563
88833,437145
88833,489577
88833,777468
88833,834376
88833,834761
88833,857818
88833,872280
88833,873017
88833,991074
90148,50241
90148,154611
90148,897590
90287,141626
90287,155431
90287,466404
90287,585626
90287,672075
90287,772157
90287,833800
90376,501468
90376,699658
90694,23425
90694,29341
90694,35632
90694,146050
90694,149710
90694,166096
90694,195691
90694,255620
90694,275713
90694,290858
90694,391289
90694,711678
90694,748236
90694,751813
90694,757732
90694,779163
90694,804583
90694,865119
91355,60438
91355,146016
91355,224720
91355,339202
91355,360936
91355,434435
91355,536170
91355,547245
91355,548221
91355,913587
91419,184991
91419,306883
91419,367802
91419,368983
91419,448151
91419,575204
91419,663510
91419,672753
91419,898340
91419,965592
91756,23921
91959,17887
91959,35632
91959,46456
91959,109353
91959,123437
91959,134594
91959,163796
91959,257737
91959,263144
91959,278830
91959,290643
91959,290858
91959,308470
91959,319372
91959,356813
91959,379357
91959,416960
91959,430771
91959,432054
91959,443869
91959,453432
91959,454428
91959,463435
91959,463864
91959,513326
91959,614929
91959,655638
91959,662733
91959,674938
91959,688290
91959,729972
91959,760280
91959,798629
91959,799622
91959,809388
91959,871393
91959,881873
91959,898340
91959,910685
91959,927331
92716,189707
92716,342022
92970,16948
92970,548897
92970,562855
92970,589745
93095,821622
93499,75060
93499,288324
93499,299012
93499,345522
93499,346607
93499,389769
93499,463864
93499,656056
94085,39732
94085,45937
94085,68690
94085,74832
94085,88833
94085,135234
94085,141626
94085,144771
94085,183541
94085,338687
94085,347403
94085,349749
94085,351038
94085,390708
94085,394479
94085,436264
94085,453966
94085,489577
94085,502855
94085,533645
94085,612651
94085,701078
94085,798629
94085,809635
94085,830138
94085,893916
94085,927331
94128,38683
94128,665978
94128,898340
94128,901500
95985,305246
95985,335898
95985,808503
96798,25155
96798,69792
96798,217877
96798,379529
96798,409386
96798,461672
96798,477165
96798,497872
96798,547245
96798,654577
96798,759408
96798,843911
96798,865119
96798,936822
96798,999975
97201,221082
