userID,artistID,weight
5334,200862,76
5334,203088,1164
5334,285685,144
5334,337273,1295
5334,353431,197
5334,429117,51
5334,442180,152
5334,461718,68
5334,493058,291
5334,550395,120
5334,606225,84
5334,610392,95
5334,637887,256
5334,640865,78
5334,668467,67
5334,799335,65
5334,810856,69
5334,811014,106
5334,825117,139
5334,853711,1656
5334,918042,1146
5334,947232,113
5334,969697,64
5545,71619,191
5545,75840,1406
5545,132660,262
5545,139878,565
5545,158427,204
5545,222168,334
5545,244124,392
5545,323363,636
5545,323714,380
5545,359964,375
5545,389719,311
5545,402992,1471
5545,457072,805
5545,463579,210
5545,490812,181
5545,515741,617
5545,549677,443
5545,560212,229
5545,731646,451
5545,754807,181
5545,799263,293
5545,828986,464
5545,880878,331
5545,942223,404
5545,990451,365
5795,64135,108
5795,66570,499
5795,107692,161
5795,131361,497
5795,189721,185
5795,197651,289
5795,244124,3016
5795,325011,230
5795,467336,96
5795,528099,331
5795,626176,1200
5795,676985,223
5795,706932,70
5795,799335,226
5795,855224,207
5795,879164,147
5795,912312,5596
5795,923116,3035
5795,957303,360
5795,998913,103
6135,40173,101
6135,83760,91
6135,111351,145
6135,124092,302
6135,133019,98
6135,134783,49
6135,155818,49
6135,175115,50
6135,176088,51
6135,203088,126
6135,285685,167
6135,337273,312
6135,359822,56
6135,361613,2041
6135,384028,122
6135,407954,108
6135,419839,336
6135,429815,224
6135,442180,130
6135,531167,100
6135,595517,117
6135,626986,78
6135,636297,60
6135,676985,50
6135,677576,53
6135,689582,69
6135,695522,84
6135,810856,201
6135,830738,60
6135,831838,106
6135,845658,247
6135,853711,686
6135,865701,99
6135,918042,448
8724,59550,306
8724,142664,4780
8724,235559,6710
8724,321904,1198
8724,354754,785
8724,375660,556
8724,395742,568
8724,401217,558
8724,419839,889
8724,672550,383
8724,705299,406
8724,768391,1416
8724,805451,775
8724,835793,1144
8724,877650,284
8724,991132,725
8724,996452,800
8900,59593,1385
8900,76710,1180
8900,209750,780
8900,218845,200
8900,287898,550
8900,318572,331
8900,417999,853
8900,453204,217
8900,458201,345
8900,467336,925
8900,481574,413
8900,567422,303
8900,626149,177
8900,693469,349
8900,694079,975
8900,731273,210
8900,801568,185
8900,814031,336
8900,825117,833
8900,890629,780
9034,22967,800
9034,27935,1004
9034,59550,343
9034,76710,209
9034,172260,233
9034,191805,523
9034,217762,1629
9034,278073,398
9034,303318,738
9034,337610,400
9034,359964,582
9034,389719,589
9034,407954,314
9034,425848,479
9034,430960,812
9034,463579,1224
9034,501522,792
9034,546334,223
9034,660174,367
9034,660710,1040
9034,683627,338
9034,684955,259
9034,720471,827
9034,853711,1851
9034,902478,805
9034,930630,199
9034,947975,306
9072,3894,1896
9072,64135,1641
9072,90008,314
9072,90870,143
9072,99737,2388
9072,161791,1407
9072,222129,111
9072,230551,399
9072,308431,505
9072,322141,116
9072,370137,118
9072,412048,294
9072,417921,361
9072,431125,184
9072,458201,274
9072,560212,435
9072,598588,227
9072,676985,534
9072,682351,2064
9072,693469,1569
9072,745054,1119
9072,767751,563
9072,825117,646
9072,832121,145
9072,890120,302
9072,943000,270
9072,955087,226
9072,961450,191
9797,11502,8017
9797,79564,1125
9797,139814,405
9797,161791,1249
9797,230551,948
9797,247498,503
9797,252933,349
9797,257446,462
9797,289302,666
9797,322141,532
9797,322436,392
9797,357060,976
9797,412048,740
9797,419839,402
9797,531167,618
9797,644221,961
9797,676985,986
9797,694115,1637
9797,720021,759
9797,731646,518
9797,733338,823
9797,735702,401
9797,779403,805
9797,814031,393
9797,879164,931
9797,880878,546
9797,892846,531
9797,929648,947
9797,944806,693
9797,961450,893
9797,998913,1780
10146,30048,705
10146,85370,384
10146,97764,108
10146,111351,112
10146,124092,376
10146,155818,169
10146,175115,537
10146,181501,131
10146,209750,598
10146,216242,181
10146,282435,215
10146,361613,138
10146,442180,365
10146,442208,364
10146,453204,171
10146,464465,245
10146,477242,213
10146,481574,298
10146,593896,392
10146,614148,142
10146,683627,461
10146,685277,207
10146,701057,121
10146,707723,332
10146,785196,468
10146,807942,345
10146,821099,259
10146,843807,945
10146,853711,838
10146,870565,552
10146,926341,210
10243,14510,202
10243,50627,178
10243,111351,217
10243,149835,6316
10243,172767,282
10243,181501,154
10243,276693,383
10243,364227,209
10243,419839,339
10243,451210,166
10243,453204,329
10243,481574,1894
10243,516044,196
10243,516667,217
10243,530577,3144
10243,600576,5741
10243,638115,202
10243,693469,3257
10243,710003,163
10243,720245,232
10243,731646,254
10243,753600,1274
10243,810856,222
10243,998913,124
12180,62760,40
12180,85370,28
12180,178147,33
12180,276693,75
12180,306419,376
12180,342381,185
12180,373880,209
12180,375031,31
12180,393327,26
12180,427016,44
12180,429815,189
12180,481574,61
12180,530577,43
12180,530632,61
12180,539831,129
12180,581546,33
12180,631627,33
12180,672235,41
12180,682351,775
12180,760269,36
12180,765421,40
12180,915191,53
12180,916093,85
12180,955087,82
12180,986901,26
12494,110225,825
12494,124092,417
12494,332403,484
12494,340390,499
12494,433133,2005
12494,442180,344
12494,467336,1518
12494,481574,834
12494,618507,3829
12494,660710,1538
12494,683627,446
12494,690578,707
12494,905371,1367
12494,918042,336
12494,983036,715
12778,19394,213
12778,49317,137
12778,64135,799
12778,118072,70
12778,129281,72
12778,136613,93
12778,163987,65
12778,209750,246
12778,352075,89
12778,421008,176
12778,500530,137
12778,543648,1352
12778,546334,81
12778,558834,330
12778,581546,866
12778,589532,123
12778,633474,65
12778,670344,312
12778,720021,599
12778,737971,68
12778,761521,115
12778,776827,613
12778,814031,113
12778,838773,86
12778,838905,74
12778,880536,127
12778,880675,105
12778,913809,111
12778,941182,112
12778,942223,214
12778,943114,121
12778,950081,195
13084,11502,205
13084,24488,117
13084,28920,47
13084,62959,36
13084,66853,80
13084,79564,50
13084,178147,36
13084,230551,418
13084,309284,33
13084,322141,35
13084,342381,36
13084,357060,68
13084,417921,91
13084,449050,60
13084,500298,38
13084,516044,35
13084,579967,77
13084,652478,155
13084,665171,37
13084,670344,43
13084,680971,32
13084,720021,67
13084,742092,41
13084,745054,32
13084,865987,74
13084,890120,39
13084,892846,39
13084,961450,84
13163,7391,823
13163,63682,331
13163,166845,180
13163,168040,441
13163,181501,109
13163,203088,103
13163,224178,113
13163,225992,304
13163,271305,180
13163,278486,177
13163,332403,1279
13163,337273,453
13163,343176,212
13163,361613,97
13163,366172,179
13163,378771,507
13163,383272,224
13163,397791,200
13163,429815,164
13163,442208,124
13163,479451,578
13163,482465,103
13163,501406,287
13163,550395,879
13163,561824,242
13163,569289,128
13163,576534,111
13163,636297,377
13163,707607,5886
13163,717014,181
13163,810856,1494
13163,811014,105
13163,837094,237
13163,845658,442
13163,918042,731
13163,968423,227
13163,992122,130
13713,48739,176
13713,85370,127
13713,111351,111
13713,124092,1176
13713,134783,106
13713,155818,728
13713,161470,56
13713,168040,130
13713,203088,901
13713,219307,1201
13713,282435,603
13713,285685,105
13713,325135,434
13713,337273,116
13713,342381,120
13713,353431,128
13713,354754,66
13713,359220,127
13713,384028,48
13713,429815,222
13713,442180,723
13713,442208,352
13713,477242,77
13713,493058,201
13713,561824,118
13713,617660,102
13713,689582,163
13713,697735,46
13713,716602,181
13713,720245,124
13713,785196,447
13713,810856,53
13713,821099,204
13713,830738,436
13713,831838,153
13713,834789,380
13713,845658,2215
13713,853711,2468
13713,918042,600
13713,936020,56
14468,62760,295
14468,62959,187
14468,64135,206
14468,107765,196
14468,127368,179
14468,131361,177
14468,134242,287
14468,139708,212
14468,161791,248
14468,172260,3050
14468,220331,271
14468,231924,515
14468,244124,970
14468,272463,170
14468,278073,595
14468,289302,183
14468,323714,338
14468,412048,366
14468,467336,250
14468,626176,330
14468,680503,179
14468,680971,219
14468,693469,174
14468,706119,694
14468,720021,272
14468,736860,277
14468,855224,949
14468,865987,426
14468,880536,1104
14468,923116,291
14468,955087,642
14688,15238,2598
14688,33540,1172
14688,43055,683
14688,62760,538
14688,78309,759
14688,85370,1169
14688,132660,831
14688,133305,1239
14688,172767,1116
14688,175115,952
14688,184308,524
14688,205688,947
14688,220331,1683
14688,246334,699
14688,323222,2914
14688,367555,2190
14688,369424,593
14688,436231,1233
14688,455186,583
14688,467336,4370
14688,530577,899
14688,567422,1031
14688,577053,882
14688,617660,861
14688,680503,1349
14688,690691,1387
14688,710003,830
14688,720021,738
14688,808153,1633
14688,827034,852
14688,839768,1836
14688,841918,930
14688,843807,2021
14688,866793,2846
14688,878291,517
14688,885751,1432
14688,941182,648
14688,956375,3444
15310,13960,157
15310,21244,870
15310,64135,452
15310,71619,252
15310,80605,347
15310,154970,160
15310,163987,164
15310,244124,222
15310,263311,751
15310,279019,231
15310,313852,828
15310,342381,263
15310,359964,187
15310,368515,580
15310,400440,348
15310,404332,211
15310,442180,371
15310,467336,3899
15310,577053,354
15310,643049,340
15310,663707,277
15310,684955,166
15310,843062,240
15310,853711,298
15310,923116,1270
15310,978372,403
15310,991841,319
15762,62959,5
15762,63682,6
15762,70926,5
15762,124092,14
15762,158396,5
15762,173500,15
15762,181501,14
15762,285685,12
15762,337273,8
15762,342156,6
15762,342381,14
15762,352075,6
15762,357060,9
15762,366172,5
15762,429815,9
15762,442180,9
15762,503267,6
15762,516044,5
15762,576534,10
15762,632927,6
15762,634974,9
15762,636297,9
15762,701088,21
15762,742056,5
15762,744225,6
15762,745054,6
15762,767751,9
15762,853711,12
15762,923116,15
15762,958530,10
16154,11502,19
16154,24488,2420
16154,173540,85
16154,207572,134
16154,279540,26
16154,312649,60
16154,356350,394
16154,357060,12
16154,417293,16
16154,449050,13
16154,454497,10
16154,466998,13
16154,500298,46
16154,516044,72
16154,531801,169
16154,652478,14
16154,701088,48
16154,720245,11
16154,761992,17
16154,914322,10
16154,914894,21
16154,941421,10
16154,974267,55
16583,26158,161
16583,64135,1232
16583,92423,485
16583,99737,346
16583,107692,274
16583,166932,231
16583,189721,401
16583,197651,381
16583,244124,333
16583,263311,257
16583,266299,369
16583,270910,357
16583,327235,272
16583,342381,725
16583,412048,419
16583,419839,339
16583,431125,232
16583,508949,336
16583,539831,190
16583,608480,841
16583,675314,169
16583,676985,346
16583,720021,222
16583,745054,280
16583,761521,177
16583,814031,178
16583,821944,275
16583,828986,233
16583,879164,167
16583,880878,293
16583,912312,401
16583,926341,413
16583,952765,332
16583,998913,490
16948,24488,8
16948,30376,2
16948,81956,2
16948,92270,3
16948,173540,5
16948,290726,3
16948,337427,10
16948,432427,3
16948,529325,3
16948,595651,5
16948,629277,6
16948,694115,3
16948,850279,14
17180,24488,1062
17180,25918,2249
17180,28920,866
17180,50627,1028
17180,70790,935
17180,88581,630
17180,158396,1253
17180,161791,1555
17180,227985,931
17180,289302,2110
17180,361613,1741
17180,466998,527
17180,467572,537
17180,498393,2277
17180,681692,531
17180,701088,734
17180,720021,846
17180,879164,909
17180,890771,720
17180,892846,1684
17180,977491,1775
17887,83760,341
17887,85370,137
17887,95297,186
17887,111351,483
17887,124092,335
17887,156463,864
17887,168040,329
17887,181501,305
17887,279434,432
17887,282435,1580
17887,358877,147
17887,359220,482
17887,366475,209
17887,374639,216
17887,419839,295
17887,442180,227
17887,442208,637
17887,454172,123
17887,467336,148
17887,550395,116
17887,617660,258
17887,701088,116
17887,707607,123
17887,720245,355
17887,731343,716
17887,772796,169
17887,810277,759
17887,850645,328
17887,853711,469
17887,918042,1589
17887,962732,290
18043,83760,41
18043,85370,186
18043,95297,39
18043,124092,87
18043,166845,35
18043,168040,1711
18043,175115,337
18043,252330,59
18043,282435,371
18043,332403,116
18043,359220,165
18043,368515,38
18043,378771,61
18043,404332,48
18043,429117,149
18043,442180,284
18043,467096,76
18043,467336,159
18043,617660,36
18043,683627,613
18043,716584,90
18043,720245,36
18043,724817,250
18043,728573,53
18043,810277,599
18043,831838,57
18043,834789,96
18043,870565,38
18043,885751,51
18043,926341,86
18043,991841,140
20501,332611,374
20501,358032,257
20501,407444,217
20501,416638,316
20501,530577,299
20501,577464,385
20501,630505,215
20501,680971,457
20501,682351,167
20501,706119,279
20501,710589,157
20501,776827,2237
20501,857657,457
20501,880536,362
20501,930998,572
20501,955087,239
21197,3242,50
21197,11502,48
21197,23763,68
21197,24488,72
21197,62959,130
21197,64135,138
21197,79564,235
21197,289302,216
21197,322141,121
21197,332736,56
21197,357060,185
21197,412048,45
21197,419839,127
21197,593407,46
21197,603814,64
21197,642163,400
21197,676985,86
21197,680503,53
21197,683627,528
21197,693469,67
21197,701088,171
21197,734307,274
21197,742092,119
21197,772796,69
21197,799335,97
21197,837412,59
21197,855224,1019
21197,865701,52
21197,892846,219
21197,915961,87
21197,944806,744
21197,961450,523
21197,998913,70
21485,110101,549
21485,122935,2438
21485,149616,687
21485,175115,423
21485,259282,578
21485,272463,5141
21485,280800,423
21485,289302,880
21485,365898,383
21485,369424,518
21485,426319,381
21485,427016,2827
21485,430322,965
21485,477242,740
21485,494777,373
21485,593407,924
21485,595651,494
21485,598237,1263
21485,660124,456
21485,680503,528
21485,693469,776
21485,710003,949
21485,720245,1827
21485,742092,407
21485,753436,1847
21485,765421,1280
21485,839911,3770
21485,841918,1245
21485,878826,655
21485,901795,631
21485,945506,448
21485,956375,739
21485,961450,358
21485,964047,3353
21485,975724,479
21485,989717,2166
21488,40691,3654
21488,92883,517
21488,124092,1759
21488,134783,982
21488,155818,372
21488,166845,564
21488,172260,272
21488,173500,421
21488,175115,399
21488,219307,239
21488,285685,384
21488,306419,241
21488,337273,593
21488,353431,241
21488,383272,1084
21488,405050,254
21488,429815,1502
21488,442180,568
21488,442208,2103
21488,461185,408
21488,481574,381
21488,683627,983
21488,701088,300
21488,707607,795
21488,707723,310
21488,785196,1464
21488,830738,356
21488,837412,284
21488,845658,1756
21488,853711,717
21488,877336,1223
21488,918042,2215
21488,926341,406
21488,947232,429
21793,21244,242
21793,25918,4657
21793,34924,995
21793,49317,326
21793,70790,1338
21793,75840,304
21793,96723,1514
21793,116583,411
21793,172970,540
21793,178147,590
21793,218845,841
21793,288799,2428
21793,324722,1405
21793,402992,278
21793,528099,523
21793,620047,488
21793,681692,843
21793,682351,2091
21793,685284,255
21793,695073,322
21793,706119,823
21793,745054,1046
21793,762652,397
21793,845427,504
21793,880536,546
21793,880675,508
21793,892846,1222
21793,895809,299
21793,910248,379
21793,913809,3287
21793,930577,391
21793,955087,2202
21793,957839,782
21793,990451,1261
22741,25918,94
22741,47251,19
22741,50627,12
22741,62959,13
22741,64135,38
22741,70790,12
22741,81586,31
22741,155818,13
22741,322141,17
22741,357060,12
22741,483285,18
22741,491372,26
22741,528099,12
22741,539831,11
22741,618674,27
22741,662929,36
22741,682351,16
22741,701088,36
22741,719321,20
22741,720021,16
22741,865987,41
22741,975724,17
22745,21244,414
22745,40173,368
22745,40691,355
22745,83016,253
22745,85370,374
22745,94506,141
22745,156463,290
22745,205688,373
22745,282435,565
22745,332403,863
22745,337273,152
22745,357060,153
22745,357600,383
22745,378771,583
22745,404332,1011
22745,405051,208
22745,429117,764
22745,467336,661
22745,479451,1689
22745,578968,901
22745,677576,206
22745,695522,224
22745,712748,1210
22745,733553,549
22745,810856,159
22745,837094,362
22745,853711,580
22745,870565,670
22745,877336,280
22745,918042,3726
22745,926341,293
22745,992122,387
23413,133019,4
23413,230502,12
23413,366462,5
23413,649431,4
23413,701057,4
23413,701088,6
23413,838905,4
23425,21244,889
23425,25918,1254
23425,40691,2994
23425,43055,605
23425,86690,519
23425,124092,1041
23425,132660,459
23425,155818,454
23425,159881,859
23425,166845,758
23425,169708,520
23425,175115,603
23425,285685,404
23425,337273,2383
23425,352427,561
23425,429815,618
23425,433133,843
23425,442180,411
23425,442208,1178
23425,467096,547
23425,493058,1043
23425,529503,548
23425,559770,538
23425,610392,430
23425,618507,1108
23425,645622,472
23425,660710,1316
23425,707607,479
23425,713707,615
23425,757587,442
23425,785196,743
23425,845658,603
23425,853711,2196
23425,877336,2372
23425,902478,438
23425,918042,3277
23921,199474,28
23921,252330,26
23921,292366,277
23921,384028,134
23921,421381,72
23921,442208,23
23921,491160,44
23921,559694,39
23921,589953,88
23921,610392,138
23921,639983,26
23921,664221,31
23921,689582,28
23921,707607,26
23921,756720,65
23921,765004,2046
23921,830738,77
23921,837231,25
23921,837412,34
23921,853711,25
23921,940391,106
24356,24488,1365
24356,107692,856
24356,158396,2491
24356,173540,569
24356,219076,648
24356,252933,1955
24356,289302,1184
24356,338415,497
24356,356630,900
24356,357060,1072
24356,449050,1355
24356,498393,1127
24356,519602,687
24356,528099,909
24356,543648,1325
24356,580997,1344
24356,589663,1215
24356,595651,1332
24356,614148,455
24356,652478,1695
24356,654516,573
24356,687794,734
24356,745139,1541
24356,765421,643
24356,795954,941
24356,807574,1534
24356,809762,724
24356,869729,837
24356,878826,2204
24356,901795,509
24356,951807,679
24356,989717,1292
24807,19394,35
24807,28920,135
24807,36136,72
24807,66853,64
24807,122935,44
24807,161473,93
24807,173540,110
24807,216242,39
24807,252933,36
24807,272463,64
24807,322141,82
24807,356350,127
24807,365898,77
24807,366168,67
24807,392287,49
24807,430322,67
24807,453204,61
24807,466431,39
24807,500298,51
24807,595651,66
24807,610556,52
24807,652478,60
24807,660124,37
24807,694079,94
24807,843807,59
24807,914894,80
24807,961450,50
24807,972871,61
24807,974267,109
24901,7391,81
24901,64135,122
24901,71619,67
24901,85370,132
24901,110225,58
24901,124092,169
24901,134783,101
24901,166845,77
24901,168040,153
24901,172260,72
24901,207964,65
24901,246334,79
24901,332403,118
24901,341932,55
24901,359220,57
24901,361613,48
24901,366172,50
24901,368515,93
24901,375031,63
24901,418567,49
24901,419839,58
24901,442208,208
24901,458201,73
24901,481574,65
24901,528099,47
24901,549883,50
24901,550395,76
24901,589953,53
24901,680503,48
24901,695522,101
24901,701088,61
24901,707607,70
24901,761521,93
24901,853711,101
24901,856537,55
24901,885751,118
24901,918042,232
24901,984203,50
25050,366,75
25050,24488,555
25050,62959,207
25050,66853,683
25050,155818,42
25050,172260,68
25050,173540,109
25050,337273,66
25050,356350,258
25050,361613,55
25050,412048,124
25050,417921,70
25050,429815,75
25050,453204,102
25050,475471,37
25050,500298,47
25050,531801,70
25050,543648,188
25050,598401,55
25050,652478,74
25050,665463,301
25050,701088,523
25050,737971,58
25050,754348,276
25050,772796,38
25050,795954,42
25050,823961,84
25050,843807,45
25050,853711,427
25050,878826,110
25050,890120,200
25050,911765,53
25050,918042,46
25050,940359,36
25050,961450,47
25155,59550,252
25155,83760,716
25155,111351,484
25155,124092,1391
25155,133019,211
25155,134783,683
25155,155818,573
25155,265980,195
25155,287317,151
25155,307791,255
25155,313536,149
25155,343176,353
25155,361613,243
25155,368515,159
25155,412339,265
25155,429815,412
25155,442180,147
25155,442208,297
25155,443598,169
25155,467336,544
25155,477242,662
25155,535885,150
25155,576534,314
25155,668467,156
25155,701057,219
25155,720245,619
25155,810856,8746
25155,830738,400
25155,831838,227
25155,845658,193
25155,852932,295
25155,853711,1255
25155,918042,215
25155,957839,353
25155,964047,148
25383,7391,147
25383,35769,147
25383,196581,1591
25383,205688,733
25383,224759,183
25383,289302,122
25383,352075,312
25383,353431,77
25383,427016,3969
25383,467336,179
25383,481574,222
25383,491725,305
25383,567422,319
25383,577053,921
25383,617660,81
25383,636805,579
25383,693469,767
25383,720245,1831
25383,736860,126
25383,744225,932
25383,885751,731
25383,918042,302
25383,943114,840
26286,64135,1318
26286,107765,333
26286,110101,587
26286,121020,311
26286,122935,523
26286,139708,747
26286,161791,288
26286,220331,333
26286,232504,493
26286,244124,630
26286,322436,1135
26286,359964,243
26286,419839,1629
26286,426319,451
26286,443963,593
26286,467336,250
26286,508949,243
26286,528099,1571
26286,545918,243
26286,589532,363
26286,626176,242
26286,637840,353
26286,667218,310
26286,675314,270
26286,685284,276
26286,693469,415
26286,720021,1080
26286,728573,341
26286,799263,1284
26286,833579,389
26286,845427,405
26286,855224,240
26286,880536,1066
26286,892846,502
26286,912312,1559
26286,998913,303
26577,64135,139
26577,70790,47
26577,85477,149
26577,103828,36
26577,245842,84
26577,508949,153
26577,513382,34
26577,531167,1073
26577,565101,40
26577,633474,210
26577,640643,44
26577,660918,45
26577,682351,77
26577,698415,37
26577,804852,64
26577,876369,79
26577,880536,45
26577,955087,64
27282,64135,401
27282,70790,256
27282,77532,165
27282,88084,291
27282,107765,1212
27282,116583,237
27282,139878,585
27282,209750,854
27282,232504,261
27282,288799,671
27282,303318,586
27282,305861,2053
27282,355309,447
27282,419839,535
27282,528099,3373
27282,567130,550
27282,657582,555
27282,677347,533
27282,705190,257
27282,706119,1462
27282,760269,509
27282,761521,248
27282,799263,619
27282,814031,1765
27282,828986,652
27282,879164,202
27282,880536,246
27282,919754,357
27282,931530,244
27282,950993,263
27282,955087,462
28913,11502,889
28913,21244,717
28913,22967,413
28913,59550,773
28913,64135,462
28913,66570,362
28913,71619,361
28913,76710,518
28913,121800,354
28913,137151,329
28913,152611,4023
28913,178147,506
28913,191805,371
28913,232504,355
28913,238036,1129
28913,244124,1076
28913,279019,767
28913,322436,510
28913,323714,425
28913,325011,340
28913,342381,880
28913,453934,366
28913,549883,530
28913,577053,332
28913,579967,402
28913,665463,297
28913,676985,370
28913,695937,549
28913,845427,785
28913,880878,310
28913,912312,585
28913,923116,791
28913,942223,306
28913,944806,516
28983,62127,612
28983,64135,364
28983,76655,249
28983,95439,153
28983,110101,143
28983,122723,228
28983,189721,231
28983,342381,172
28983,365898,318
28983,367555,439
28983,426319,385
28983,450188,232
28983,575851,325
28983,581871,210
28983,618540,156
28983,638106,194
28983,675314,413
28983,740537,378
28983,761521,154
28983,834789,180
28983,839864,156
28983,880536,329
28983,882140,313
28983,928279,193
28983,930630,215
28983,984203,166
29229,59550,64
29229,64135,944
29229,116583,78
29229,124092,244
29229,155818,137
29229,158396,149
29229,289302,71
29229,337599,75
29229,354754,306
29229,356630,87
29229,369424,60
29229,395742,155
29229,429815,409
29229,442208,92
29229,505424,60
29229,528099,339
29229,546334,78
29229,657582,76
29229,662929,210
29229,681692,5978
29229,693469,260
29229,694628,197
29229,695937,129
29229,701088,325
29229,765004,90
29229,765421,402
29229,785196,1022
29229,853711,449
29229,940391,148
29229,945506,72
29229,955087,171
29229,996452,743
29341,7391,824
29341,85370,1811
29341,119526,643
29341,124092,2538
29341,134783,1641
29341,168040,891
29341,175115,790
29341,181501,3210
29341,200862,1023
29341,203088,1022
29341,282435,1563
29341,285685,590
29341,337273,840
29341,353431,741
29341,361613,1215
29341,429117,1028
29341,429815,10110
29341,442180,5365
29341,442208,1648
29341,467096,2330
29341,493058,934
29341,550395,920
29341,569289,3770
29341,576534,1463
29341,656648,506
29341,707607,2019
29341,712748,921
29341,837231,454
29341,849673,677
29341,853711,5396
29341,918042,41112
29341,958530,1003
29341,969697,8530
29847,139020,57
29847,149128,45
29847,289302,159
29847,323222,349
29847,327235,210
29847,461803,221
29847,498393,667
29847,595651,82
29847,652478,244
29847,809419,62
29847,812449,359
29847,974267,235
29847,993470,89
30144,20822,395
30144,78309,377
30144,95297,1063
30144,149616,102
30144,166845,191
30144,168040,8345
30144,175115,292
30144,191894,98
30144,251377,152
30144,259282,401
30144,278805,118
30144,279434,243
30144,282435,2517
30144,359220,129
30144,367555,135
30144,414172,823
30144,442180,453
30144,467096,191
30144,467336,1045
30144,535885,396
30144,567422,393
30144,578968,1513
30144,710003,329
30144,736860,119
30144,810277,270
30144,827034,207
30144,860465,102
30144,885751,107
30144,894544,555
30144,956375,3711
30144,991841,104
30404,70231,452
30404,137599,463
30404,158427,840
30404,199666,448
30404,207964,398
30404,327382,2011
30404,334816,2219
30404,358032,711
30404,375383,692
30404,473976,418
30404,524197,464
30404,592266,456
30404,613540,798
30404,685277,488
30404,725710,433
30404,731343,2551
30404,735702,544
30404,828986,438
30404,831576,500
30404,873407,511
30564,238227,45
30564,417921,2
30564,760164,1
30564,842353,239
30564,950460,93
30564,964047,346
30564,999974,1
30727,16297,429
30727,21244,774
30727,27852,456
30727,62760,812
30727,64135,1501
30727,76655,989
30727,87475,1122
30727,121800,1056
30727,124806,887
30727,163987,417
30727,197265,576
30727,208721,397
30727,223683,619
30727,262333,433
30727,263311,860
30727,265964,854
30727,279019,466
30727,305861,494
30727,318504,492
30727,337610,1031
30727,377243,576
30727,430960,526
30727,549883,1979
30727,576192,555
30727,652915,1217
30727,660174,1169
30727,680503,416
30727,720021,1066
30727,799263,847
30727,833579,656
30727,882140,489
30727,941510,700
30727,947975,478
30727,998913,772
31327,67519,140
31327,78544,22
31327,191894,52
31327,205688,34
31327,268162,44
31327,272463,14164
31327,282014,20
31327,313852,164
31327,427016,22
31327,451332,203
31327,467336,154
31327,603814,20
31327,638115,40
31327,643049,140
31327,660124,213
31327,744225,221
31327,765421,71
31327,809578,66
31327,828007,35
31327,831838,473
31327,839911,178
31327,858628,34
31327,883541,30
31327,913129,34
31327,915961,28
31383,48739,182
31383,85370,344
31383,111351,221
31383,124092,1052
31383,134783,66
31383,155818,316
31383,156463,43
31383,161470,108
31383,175115,681
31383,182948,44
31383,203088,200
31383,250431,470
31383,306419,56
31383,311506,75
31383,313536,559
31383,342156,1043
31383,359220,127
31383,378771,53
31383,404332,112
31383,412339,61
31383,419839,52
31383,429117,114
31383,429815,113
31383,442180,483
31383,467336,824
31383,493058,158
31383,636297,46
31383,645622,49
31383,697735,431
31383,707723,88
31383,716602,145
31383,817206,281
31383,821099,121
31383,830738,42
31383,853711,104
32224,112277,323
32224,139708,163
32224,161791,154
32224,168036,56
32224,194983,93
32224,209750,75
32224,265964,148
32224,270910,303
32224,325011,60
32224,509675,101
